                                                            ZZGSES       1249125159937519332002402625                                                      20251128               
                                                            GSE  S       0832750106625012888001601750                                                      20260101
1554000000BURLINGTON-SOUTH BURLINGTON, VT                   GSE  S04990000832750106625012888001601750VT013VERMONT                   GRAND ISLE             2026010105000002024
9999900000NON-METRO                                         GSE  S03420000832750106625012888001601750VT015VERMONT                   LAMOILLE               2026010103600002024
3015000000LEBANON-CLAREMONT, NH-VT                          GSE  S03790000832750106625012888001601750VT017VERMONT                   ORANGE                 2026010103790002025
9999900000NON-METRO                                         GSE  S01920000832750106625012888001601750VT019VERMONT                   ORLEANS                2026010101920002025
4086000000RUTLAND, VT                                       GSE  S02420000832750106625012888001601750VT021VERMONT                   RUTLAND                2026010102420002025
1274000000BARRE, VT                                         GSE  S03230000832750106625012888001601750VT023VERMONT                   WASHINGTON             2026010103230002025
1471000000BRATTLEBORO, VT                                   GSE  S02990000832750106625012888001601750VT025VERMONT                   WINDHAM                2026010103000002024
3015000000LEBANON-CLAREMONT, NH-VT                          GSE  S03790000832750106625012888001601750VT027VERMONT                   WINDSOR                2026010103790002025
3683000000OTHELLO, WA                                       GSE  S02900000832750106625012888001601750WA001WASHINGTON                ADAMS                  2026010102900002025
3030000000LEWISTON, ID-WA                                   GSE  S03570000832750106625012888001601750WA003WASHINGTON                ASOTIN                 2026010103570002025
2842000000KENNEWICK-RICHLAND, WA                            GSE  S04250000832750106625012888001601750WA005WASHINGTON                BENTON                 2026010104250002025
4830000000WENATCHEE-EAST WENATCHEE, WA                      GSE  S05100000832750106625012888001601750WA007WASHINGTON                CHELAN                 2026010105100002025
3882000000PORT ANGELES, WA                                  GSE  S04350000832750106625012888001601750WA009WASHINGTON                CLALLAM                2026010104350002025
3890000000PORTLAND-VANCOUVER-HILLSBORO, OR-WA               GSE  S06100000832750106625012888001601750WA011WASHINGTON                CLARK                  2026010106100002025
9999900000NON-METRO                                         GSE  S02450000832750106625012888001601750WA013WASHINGTON                COLUMBIA               2026010102450002025
3102000000LONGVIEW-KELSO, WA                                GSE  S03900000832750106625012888001601750WA015WASHINGTON                COWLITZ                2026010103900002025
4830000000WENATCHEE-EAST WENATCHEE, WA                      GSE  S05100000832750106625012888001601750WA017WASHINGTON                DOUGLAS                2026010105100002025
9999900000NON-METRO                                         GSE  S01250000832750106625012888001601750WA019WASHINGTON                FERRY                  2026010102360002021
2842000000KENNEWICK-RICHLAND, WA                            GSE  S04250000832750106625012888001601750WA021WASHINGTON                FRANKLIN               2026010104250002025
9999900000NON-METRO                                         GSE  S02790000832750106625012888001601750WA023WASHINGTON                GARFIELD               2026010102790002025
3418000000MOSES LAKE, WA                                    GSE  S03300000832750106625012888001601750WA025WASHINGTON                GRANT                  2026010103300002025
1014000000ABERDEEN, WA                                      GSE  S03010000832750106625012888001601750WA027WASHINGTON                GRAYS HARBOR           2026010103020002024
3602000000OAK HARBOR, WA                                    GSE  S05840000832750106625012888001601750WA029WASHINGTON                ISLAND                 2026010105840002025
3904000000PORT TOWNSEND, WA                                 GSE  S01170000832750106625012888001601750WA031WASHINGTON                JEFFERSON              2026010104500002023
4266042644SEATTLE-TACOMA-BELLEVUE, WA                       GSE  H09250001063750136180016461002045700WA033WASHINGTON                KING                   2026010109250002025
1474000000BREMERTON-SILVERDALE-PORT ORCHARD, WA             GSE  S05360000832750106625012888001601750WA035WASHINGTON                KITSAP                 2026010105360002025
2126000000ELLENSBURG, WA                                    GSE  S04400000832750106625012888001601750WA037WASHINGTON                KITTITAS               2026010104480002024
9999900000NON-METRO                                         GSE  S02850000832750106625012888001601750WA039WASHINGTON                KLICKITAT              2026010102870002024
1650000000CENTRALIA, WA                                     GSE  S03750000832750106625012888001601750WA041WASHINGTON                LEWIS                  2026010103750002025
9999900000NON-METRO                                         GSE  S03800000832750106625012888001601750WA043WASHINGTON                LINCOLN                2026010103800002025
4322000000SHELTON, WA                                       GSE  S03550000832750106625012888001601750WA045WASHINGTON                MASON                  2026010103550002025
9999900000NON-METRO                                         GSE  S02450000832750106625012888001601750WA047WASHINGTON                OKANOGAN               2026010102450002025
9999900000NON-METRO                                         GSE  S02800000832750106625012888001601750WA049WASHINGTON                PACIFIC                2026010102800002025
9999900000NON-METRO                                         GSE  S03080000832750106625012888001601750WA051WASHINGTON                PEND OREILLE           2026010103080002025
4266045104SEATTLE-TACOMA-BELLEVUE, WA                       GSE  H09250001063750136180016461002045700WA053WASHINGTON                PIERCE                 2026010109250002025
9999900000NON-METRO                                         GSE  S05920000832750106625012888001601750WA055WASHINGTON                SAN JUAN               2026010105920002025
3458000000MOUNT VERNON-ANACORTES, WA                        GSE  S05400000832750106625012888001601750WA057WASHINGTON                SKAGIT                 2026010105400002025
3890000000PORTLAND-VANCOUVER-HILLSBORO, OR-WA               GSE  S06100000832750106625012888001601750WA059WASHINGTON                SKAMANIA               2026010106100002025
4266021794SEATTLE-TACOMA-BELLEVUE, WA                       GSE  H09250001063750136180016461002045700WA061WASHINGTON                SNOHOMISH              2026010109250002025
4406000000SPOKANE-SPOKANE VALLEY, WA                        GSE  S04130000832750106625012888001601750WA063WASHINGTON                SPOKANE                2026010104130002025
4406000000SPOKANE-SPOKANE VALLEY, WA                        GSE  S04130000832750106625012888001601750WA065WASHINGTON                STEVENS                2026010104130002025
3650000000OLYMPIA-LACEY-TUMWATER, WA                        GSE  S05100000832750106625012888001601750WA067WASHINGTON                THURSTON               2026010105100002025
9999900000NON-METRO                                         GSE  S02040000832750106625012888001601750WA069WASHINGTON                WAHKIAKUM              2026010103050002023
